id,modelo,area_especialidade,nivel_dificuldade,gabarito,resposta_modelo,acertou,enunciado
2015-16_80,gemma_safe:latest,Direito Processual do Trabalho,Médio,C,A,0,"No momento em que a sociedade empresária estava fazendo o recolhimento do preparo relativo ao recurso de revista que iria interpor em face de um acórdão, houve um lapso do departamento financeiro e o ..."
2015-17_1,gemma_safe:latest,Ética Profissional,Médio,C,C,1,"Leôncio é estagiário de escritório especializado na área cível e testemunha o descumprimento de norma legal por funcionário público, imediatamente comunicando a situação ao seu advogado supervisor. Am..."
2015-17_2,gemma_safe:latest,Ética Profissional,Médio,C,D,0,"Os atos e contratos constitutivos de pessoas jurídicas, para sua admissão em registro, em não se tratando de empresas de pequeno porte e de microempresas, consoante o Estatuto da Advocacia, devem

A) ..."
2015-17_3,gemma_safe:latest,Ética Profissional,Médio,A,C,0,"Patrícia foi aprovada em concurso público e tomou posse como Procuradora do Município em que reside. Como não pretendia mais exercer a advocacia privada, mas apenas atuar como Procuradora do Município..."
2015-17_4,gemma_safe:latest,Ética Profissional,Fácil,A,D,0,"A advogada Maria foi presa em flagrante por furto cometido no interior de uma loja de departamentos. Na Delegacia, teve a assistência de advogado por ela constituído. O auto de prisão foi lavrado sem ..."
2015-17_5,gemma_safe:latest,Ética Profissional,Médio,A,C,0,"O advogado Márcio, sócio de determinado escritório de advocacia, contratou novos advogados para a sociedade e substabeleceu, com reserva em favor dos novos contratados, os poderes que lhe haviam sido ..."
2015-17_6,gemma_safe:latest,Ética Profissional,Médio,B,C,0,"Deise é uma próspera advogada e passou a buscar novos desafios, sendo eleita Deputada Estadual. Por força de suas raras habilidades políticas, foi eleita integrante da Mesa Diretora da Assembleia Legi..."
2015-17_7,gemma_safe:latest,Ética Profissional,Médio,B,B,1,"O advogado F recebe do seu cliente WW determinada soma em dinheiro para aplicação em instrumentos necessários à exploração de jogo não autorizado por lei.
Nos termos do Estatuto da Advocacia, a infraç..."
2015-17_8,gemma_safe:latest,Ética Profissional,Fácil,D,D,1,"O advogado Nelson, após estabelecer seu escritório em local estratégico nas proximidades dos prédios que abrigam os órgãos judiciários representantes de todas as esferas da Justiça, resolve publicar a..."
2015-17_9,gemma_safe:latest,Ética Profissional,Médio,C,A,0,"Gisella é advogada recém-aprovada no Exame de Ordem e herda diversas causas de um colega de classe que resolveu trilhar outros caminhos, deixando numerosos processos para acompanhamento nos Juízos de ..."
2015-17_10,gemma_safe:latest,Ética Profissional,Médio,D,D,1,"Laura formou-se em prestigiada Faculdade de Direito, mas sua prática advocatícia foi limitada, o que a impediu de ter experiência maior no trato com os clientes. Realizou seus primeiros processos para..."
2015-17_11,gemma_safe:latest,Filosofia do Direito,Médio,C,C,1,"Hans Kelsen, ao abordar o tema da interpretação jurídica no seu livro Teoria Pura do Direito, fala em ato de vontade e ato de conhecimento. Em relação à aplicação do Direito por um órgão jurídico, ass..."
2015-17_12,gemma_safe:latest,Filosofia do Direito,Difícil,B,B,1,"“Mister é não olvidar que a compreensão do direito como ‘fato histórico-cultural’ implica o conhecimento de que estamos perante uma realidade essencialmente dialética, isto é, que não é concebível sen..."
2015-17_13,gemma_safe:latest,Direito Constitucional,Médio,C,C,1,"Pedro, reconhecido advogado na área do direito público, é contratado para produzir um parecer sobre situação que envolve o pacto federativo entre Estados brasileiros. Ao estudar mais detidamente a que..."
2015-17_14,gemma_safe:latest,Filosofia do Direito,Médio,A,A,1,"Dois advogados, com grande experiência profissional e com a justa preocupação de se manterem atualizados, concluem que algumas ideias vêm influenciando mais profundamente a percepção dos operadores do..."
2015-17_15,gemma_safe:latest,Direito Constitucional,Difícil,C,D,0,"Determinado Tribunal de Justiça vem tendo dificuldades para harmonizar os procedimentos de suas câmaras, órgãos fracionários, em relação à análise, em caráter incidental, da inconstitucionalidade de c..."
2015-17_16,gemma_safe:latest,Direito Constitucional,Difícil,B,A,0,"Determinado Estado da Federação vivencia sérios problemas de segurança pública, sendo frequentes as fugas dos presos transportados para participar de atos processuais realizados no âmbito do Poder Jud..."
2015-17_17,gemma_safe:latest,Direito Constitucional,Médio,C,C,1,"Um representante da sociedade civil, apresentando indícios de que o Presidente da República teria ultrapassado os gastos autorizados pela lei orçamentária e, portanto, cometido crime de responsabilida..."
2015-17_18,gemma_safe:latest,Direito Constitucional,Médio,D,D,1,"A discussão a respeito das funções executiva, legislativa e judiciária parece se acirrar em torno dos limites do seu exercício pelos três tradicionais Poderes. Nesse sentido, sobre a estrutura adotada..."
2015-17_19,gemma_safe:latest,Direito Constitucional,Difícil,C,C,1,"Ocorreu um grande escândalo de desvio de verbas públicas na administração pública federal, o que ensejou a instauração de uma Comissão Parlamentar de Inquérito (CPI), requerida pelos deputados federai..."
2015-17_21,gemma_safe:latest,Direitos Humanos,Médio,D,D,1,"A Lei nº 12.986/14 transformou o antigo Conselho de Defesa dos Direitos da Pessoa Humana – CDDPH – em Conselho Nacional dos Direitos Humanos – CNDH.
A respeito da finalidade desse Conselho, de acordo ..."
2015-17_22,gemma_safe:latest,Direitos Humanos,Médio,A,A,1,"Segundo dados do CONARE (Comitê Nacional para os Refugiados), o Brasil possuía, no fim de 2014, 6.492 refugiados de 80 nacionalidades. Como é sabido, o Brasil ratificou a Convenção das Nações Unidas s..."
2015-17_23,gemma_safe:latest,Direito Constitucional,Médio,D,D,1,"Carlos, brasileiro naturalizado, tendo renunciado à sua anterior nacionalidade, casou-se com Tatiana, de nacionalidade alemã. Em razão do trabalho na iniciativa privada, Carlos foi transferido para o ..."
2015-17_24,gemma_safe:latest,Direito Internacional,Difícil,B,A,0,"A sociedade empresária brasileira do ramo de comunicação, Personalidades, celebrou contrato internacional de prestação de serviços de informática, no Brasil, com a sociedade empresária uruguaia Sacram..."
2015-17_25,gemma_safe:latest,Direito Tributário,Médio,D,D,1,"Após ser intimada da lavratura de um auto de infração visando à cobrança da Contribuição para o Financiamento da Seguridade Social (COFINS) dos últimos cinco anos, a pessoa jurídica XYZ Participações ..."
2015-17_26,gemma_safe:latest,Direito Tributário,Difícil,D,A,0,"A União ajuizou execução fiscal em face da pessoa jurídica XYZ Ltda., devedora de tributos federais. No curso da execução fiscal, a falência da pessoa jurídica foi decretada. Após requerimento da Uniã..."
2015-17_27,gemma_safe:latest,Direito Tributário,Médio,B,B,1,A pessoa jurídica X foi contemplada com isenção do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU) do imóvel utilizado para suas atividades comerciais. A referida isenção foi concedida...
2015-17_28,gemma_safe:latest,Direito Tributário,Fácil,B,D,0,"Em 17/07/2014, o Tribunal de Justiça do Estado X da Federação instituiu, por meio de Provimento da Corregedoria Geral da Justiça, as custas judiciais e os emolumentos cartorários vigentes a partir da ..."
2015-17_29,gemma_safe:latest,Direito Administrativo,Médio,A,A,1,"O Governador do Estado Y criticou, por meio da imprensa, o Diretor-Presidente da Agência Reguladora de Serviços Delegados de Transportes do Estado, autarquia estadual criada pela Lei nº 1.234, alegand..."
2015-17_30,gemma_safe:latest,Direito Administrativo,Médio,C,C,1,"Fernando, servidor público de uma autarquia federal há nove anos, foi acusado de participar de um esquema para favorecer determinada empresa em uma dispensa de licitação, razão pela qual foi instaurad..."
2015-17_31,gemma_safe:latest,Direito Administrativo,Médio,C,C,1,"O Município W, durante a construção de avenida importante, ligando a região residencial ao centro comercial da cidade, verifica a necessidade de ampliação da área a ser construída, mediante a incorpor..."
2015-17_32,gemma_safe:latest,Direito Administrativo,Fácil,A,B,0,"O Estado X publicou edital de concurso público de provas e títulos para o cargo de analista administrativo. O edital prevê a realização de uma primeira fase, com questões objetivas, e de uma segunda f..."
2015-17_33,gemma_safe:latest,Direito Administrativo,Médio,D,B,0,"Após autorização em lei, o Estado X constituiu empresa pública para atuação no setor bancário e creditício. Por não possuir, ainda, quadro de pessoal, foi iniciado concurso público com vistas à seleçã..."
2015-17_34,gemma_safe:latest,Direito Administrativo,Médio,B,B,1,"Manoel da Silva é comerciante, proprietário de uma padaria e confeitaria de grande movimento na cidade ABCD. A fim de oferecer ao público um serviço diferenciado, Manoel formulou pedido administrativo..."
2015-17_35,gemma_safe:latest,Direito Ambiental,Fácil,A,A,1,"O Município Z deseja implementar política pública ambiental, no sentido de combater a poluição das vias públicas. Sobre as competências ambientais distribuídas pela Constituição, assinale a afirmativa..."
2015-17_36,gemma_safe:latest,Direito Ambiental,Médio,D,D,1,"Determinado Município, por intermédio de lei que contemplou questões como potencial construtivo, zoneamento de bairros e complexos esportivos, reduziu os limites de uma determinada Unidade de Conserva..."
2015-17_37,gemma_safe:latest,Direito Civil,Médio,C,A,0,"Angélica concede a Otávia, pelo prazo de vinte anos, direito real de usufruto sobre imóvel de que é proprietária. O direito real é constituído por meio de escritura pública, que é registrada no compet..."
2015-17_38,gemma_safe:latest,Direito Civil,Médio,A,A,1,"Gilvan (devedor) contrai empréstimo com Haroldo (credor) para o pagamento com juros do valor do mútuo no montante de R$ 10.000,00. Para facilitar a percepção do crédito, a parte do polo ativo obrigaci..."
2015-17_39,gemma_safe:latest,Direito Civil,Médio,D,D,1,"Flávia vendeu para Quitéria seu apartamento e incluiu, no contrato de compra e venda, cláusula pela qual se reservava o direito de recomprá-lo no prazo máximo de 2 (dois) anos. Antes de expirado o ref..."
2015-17_40,gemma_safe:latest,Direito Civil,Médio,D,B,0,"Ester, viúva, tinha duas filhas muito ricas, Marina e Carina. Como as filhas não necessitam de seus bens, Ester deseja beneficiar sua irmã, Ruth, por ocasião de sua morte, destinando-lhe toda a sua he..."
2015-17_41,gemma_safe:latest,Direito Civil,Médio,C,B,0,"Mateus é proprietário de um terreno situado em área rural do estado de Minas Gerais. Por meio de escritura pública levada ao cartório do registro de imóveis, Mateus concede, pelo prazo de vinte anos, ..."
2015-17_42,gemma_safe:latest,Direito Civil,Médio,A,A,1,"Carlos Pacheco e Marco Araújo, advogados recém-formados, constituem a sociedade P e A Advogados. Para fornecer e instalar todo o equipamento de informática, a sociedade contrata José Antônio, que, ape..."
2015-17_43,gemma_safe:latest,Direito Civil,Médio,B,B,1,"Maria, solteira, após a morte de seus pais em acidente automobilístico, propõe demanda por alimentos em face de Pedro, seu parente colateral de segundo grau.
Diante dos fatos narrados e considerando a..."
2015-17_44,gemma_safe:latest,Estatuto da Criança e do Adolescente,Médio,C,C,1,"O adolescente N. ficou conhecido no bairro onde mora por praticar roubos e furtos e ter a suposta habilidade de nunca ter sido apreendido. Certa noite, N. saiu com o propósito de praticar novos atos d..."
2015-17_45,gemma_safe:latest,Estatuto da Criança e do Adolescente,Fácil,C,C,1,"Um conselheiro tutelar, ao passar por um parquinho, observa Ana corrigindo o filho, João, por ele não permitir que os amigos brinquem com o seu patinete. Para tanto, a genitora grita, puxa o cabelo e ..."
2015-17_46,gemma_safe:latest,Direito do Consumidor,Médio,B,B,1,"Saulo e Bianca são casados há quinze anos e, há dez, decidiram ingressar no ramo das festas de casamento, produzindo os chamados “bem-casados”, deliciosos doces recheados oferecidos aos convidados ao ..."
2015-17_47,gemma_safe:latest,Direito do Consumidor,Médio,D,D,1,"Tommy adquiriu determinado veículo junto a um revendedor de automóveis usados. Para tanto, fez o pagamento de 60% do valor do bem e financiou os 40% restantes com garantia de alienação fiduciária, jun..."
2015-17_48,gemma_safe:latest,Direito Empresarial,Médio,A,A,1,"Paulo, casado no regime de comunhão parcial com Jacobina, é empresário enquadrado como microempreendedor individual (MEI). O varão pretende gravar com hipoteca o imóvel onde está situado seu estabelec..."
2015-17_49,gemma_safe:latest,Direito Empresarial,Fácil,C,C,1,"Assinale a alternativa correta em relação aos conceitos de empresa e empresário no Direito Empresarial.

A) Empresa é a sociedade com ou sem personalidade jurídica; empresário é o sócio da empresa, pe..."
2015-17_50,gemma_safe:latest,Direito Empresarial,Médio,D,B,0,"José adquiriu dois refrigeradores a prazo numa das filiais de Comércio de Eletrodomésticos Ltda., tendo efetuado pagamento de entrada no valor de 50% do preço. Foi decretada a falência da vendedora e ..."
2015-17_51,gemma_safe:latest,Direito Empresarial,Médio,A,D,0,"Perseu, em 2012, ingressa numa sociedade simples, constituída em 2008, formada por cinco pessoas naturais e com sede na cidade de Primeira Cruz. De acordo com as disposições do Código Civil sobre a so..."
2015-17_52,gemma_safe:latest,Direito Empresarial,Médio,B,A,0,"Lauro emitiu uma nota promissória com vencimento a dia certo em favor da sociedade empresária W Corretora de Imóveis Ltda. Embora o título esteja assinado pelo emitente, nele não constam a data e o lu..."
2015-17_53,gemma_safe:latest,Direito Processual Civil,Médio,B,D,0,"Em ação de alimentos promovida por Yolanda em face de Aurélio, o Juiz determinou que Aurélio deveria arcar, na condição de futuro pai, com os valores devidos à gestante durante a gravidez, destinados ..."
2015-17_54,gemma_safe:latest,Direito Processual Civil,Médio,A,D,0,"O Banco Financeiro S.A. ajuizou contra Marco Antônio ação de busca e apreensão de veículo, em razão do inadimplemento de contrato de financiamento garantido por cláusula de alienação fiduciária. A pri..."
2015-17_55,gemma_safe:latest,Direito Processual Civil,Médio,C,C,1,"Aloísio ajuizou ação de anulação de casamento em face de Júlia. No curso do processo, o juiz designou audiência de instrução e julgamento para colheita dos depoimentos pessoais de Aloísio e Júlia e oi..."
2015-17_56,gemma_safe:latest,Direito Processual Civil,Médio,D,D,1,"Mário foi citado em processo de execução, em virtude do descumprimento de obrigação consubstanciada em nota promissória por ele emitida. Alegando excesso de execução, por ter efetuado o pagamento parc..."
2015-17_57,gemma_safe:latest,Direito Processual Civil,Médio,A,A,1,"Em 21/08/2012, Felipe, empresário do ramo de restaurantes, contratou, por R$ 20 mil, mediante pagamento à vista, os serviços de içamento por guindaste da empresa Júnior e Júnior Ltda., a fim de que um..."
2015-17_58,gemma_safe:latest,Direito Processual Civil,Difícil,D,D,1,"Luan, servidor público do Estado de Minas Gerais, ajuizou ação contra a Fazenda Pública estadual, requerendo a devolução de verbas indevidamente descontadas em seu contracheque sob a rubrica de “contr..."
2015-17_59,gemma_safe:latest,Direito Penal,Médio,D,D,1,"Reconhecida a prática de um injusto culpável, o juiz realiza o processo de individualização da pena, de acordo com o Art. 68 do Código Penal.
Segundo a jurisprudência do Superior Tribunal de Justiça, ..."
2015-17_60,gemma_safe:latest,Direito Penal,Médio,D,A,0,"Marcus foi definitivamente condenado pela prática de um crime de roubo simples à pena privativa de liberdade de quatro anos de reclusão e multa de dez dias. Apesar de reincidente, em razão de condenaç..."
2015-17_61,gemma_safe:latest,Direito Penal,Fácil,B,B,1,"Paulo pretende adquirir um automóvel por meio de sistema de financiamento junto a uma instituição bancária. Para tanto, dirige-se ao estabelecimento comercial para verificar as condições de financiame..."
2015-17_62,gemma_safe:latest,Direito Penal,Médio,C,A,0,"Marcondes, necessitando de dinheiro para comparecer a uma festa no bairro em que residia, decide subtrair R$ 1.000,00 do caixa do açougue de propriedade de seu pai. Para isso, aproveita-se da ausência..."
2015-17_63,gemma_safe:latest,Direito Penal,Difícil,C,D,0,"Durante um assalto a uma instituição bancária, Antônio e Francisco, gerentes do estabelecimento, são feitos reféns. Tendo ciência da condição deles de gerentes e da necessidade de que suas digitais fo..."
2015-16_20,jurema:latest,Direitos Humanos,Médio,D,A,0,"Como é sabido, o Pacto Internacional dos Direitos Civis e Políticos estabelece em seu Art. 25 que todo cidadão terá o direito e a possibilidade de votar e de ser eleito em eleições periódicas, autênti..."
2015-16_21,jurema:latest,Direitos Humanos,Médio,A,B,0,"Em setembro de 2014, na cidade de São Paulo, foi inaugurado o Centro de Referência e Acolhida para Imigrantes (CRAI), que é o primeiro do país e tem como objetivo oferecer a estrutura de uma casa de p..."
2015-16_22,jurema:latest,Direitos Humanos,Difícil,A,A,1,"A Lei nº 12.986, de 2 de junho de 2014, transformou o antigo Conselho de Defesa dos Direitos da Pessoa Humana em Conselho Nacional dos Direitos Humanos - CNDH. Esse Conselho poderá solicitar credencia..."
2015-16_23,jurema:latest,Direito Internacional,Médio,C,B,0,"O MERCOSUL é um organismo internacional que visa à integração econômica de países que se localizam geograficamente no eixo conhecido como Cone Sul, nos termos do Tratado de Assunção (1991) e do Protoc..."
2015-16_24,jurema:latest,Direito Internacional,Médio,B,A,0,"O litígio que envolve Estados e organizações internacionais, podendo ser de natureza econômica, política ou meramente jurídica, é conceituado como controvérsia internacional.
Acerca dos meios diplomát..."
2015-16_25,jurema:latest,Direito Tributário,Médio,D,A,0,"A União concedeu isenção, pelo prazo de cinco anos, da Contribuição para o Financiamento da Seguridade Social (COFINS) para as indústrias de veículos automotores terrestres que cumprissem determinadas..."
2015-16_26,jurema:latest,Direito Tributário,Médio,A,A,1,Determinado contribuinte verificou a existência de débitos vencidos de Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU) e da taxa de coleta de lixo com o Município M.  Os dois tributos ...
2015-16_27,jurema:latest,Direito Tributário,Médio,B,A,0,Uma obrigação tributária referente ao Imposto sobre Circulação de Mercadorias e Serviços (ICMS) teve seu fato gerador ocorrido em 1º de junho de 2012. O débito foi objeto de lançamento em 21 de janeir...
2015-16_28,jurema:latest,Direito Tributário,Difícil,C,A,0,"Em 2007, a pessoa jurídica Y recebeu notificação para pagamento de débitos de Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU). Em 2014, diante da constatação de que a contribuinte não ..."
2015-16_29,jurema:latest,Direito Administrativo,Fácil,B,A,0,"Carlos, servidor público federal, utilizou dois servidores do departamento que chefia para o pagamento de contas em agência bancária e para outras atividades particulares. Por essa razão, foi aberto p..."
2015-16_30,jurema:latest,Direito Administrativo,Médio,B,A,0,"O Estado X, após regular processo licitatório, celebrou contrato de concessão de serviço público de transporte intermunicipal de passageiros, por ônibus regular, com a sociedade empresária “F”, venced..."
2015-16_31,jurema:latest,Direito Administrativo,Médio,D,D,1,"O Estado X está ampliando a sua rede de esgotamento sanitário. Para tanto, celebrou contrato de obra com a empresa “Enge-X-Sane”, no valor de R$ 50.000.000,00 (cinquenta milhões de reais). A fim de pe..."
2015-16_32,jurema:latest,Direito Administrativo,Médio,A,A,1,"Determinado município resolve aumentar a eficiência na aplicação das multas de trânsito. Após procedimento licitatório, contrata a sociedade empresária Cobra Tudo para instalar câmeras do tipo “radar""..."
2015-16_33,jurema:latest,Direito Administrativo,Médio,B,C,0,"Após fortes chuvas, devido ao enorme volume de água, parte de uma rodovia federal sofreu rachaduras e cedeu, tornando necessária a interdição da pista e o desvio do fluxo de tráfego até a conclusão da..."
2015-16_34,jurema:latest,Direito Administrativo,Médio,C,C,1,"O prédio que abrigava a Biblioteca Pública do Município de Molhadinho foi parcialmente destruído em um incêndio, que arruinou quase metade do acervo e prejudicou gravemente a estrutura do prédio. Os l..."
2015-16_35,jurema:latest,Direito Ambiental,Médio,C,A,0,"Miguel, empreendedor particular, tem interesse em dar início à construção de edifício comercial em área urbana de uma grande metrópole. Nesse sentido, consulta seu advogado e indaga sobre quais são as..."
2015-16_36,jurema:latest,Direito Ambiental,Médio,A,A,1,"Hugo, proprietário de imóvel rural, tem instituída Reserva Legal em parte de seu imóvel. Sobre a hipótese, considerando o instituto da Reserva Legal, de acordo com a disciplina do Novo Código Floresta..."
2015-16_37,jurema:latest,Direito Civil,Médio,A,A,1,"Os tutores de José consideram que o rapaz, aos 16 anos, tem maturidade e discernimento necessários para praticar os atos da vida civil. Por isso, decidem conferir ao rapaz a sua emancipação.
Consultam..."
2015-16_38,jurema:latest,Direito Civil,Difícil,A,A,1,"Márcia era viúva e tinha três filhos: Hugo, Aurora e Fiona. Aurora, divorciada, vivia sozinha e tinha dois filhos, Rui e Júlia.  Márcia faleceu e Aurora renunciou à herança da mãe.  Sobre a divisão da..."
2015-16_39,jurema:latest,Direito Civil,Médio,B,A,0,"Maria entregou à sociedade empresária JL Veículos Usados um veículo Vectra, ano 2008, de sua propriedade, para ser vendido pelo valor de R$ 18.000,00. Restou acordado que o veículo ficaria exposto na ..."
2015-16_40,jurema:latest,Direito Civil,Fácil,A,A,1,"Mediante o emprego de violência, Mélvio esbulhou a posse da Fazenda Vila Feliz. A vítima do esbulho, Cassandra, ajuizou ação de reintegração de posse em face de Mélvio após um ano e meio, o que impedi..."
2015-16_41,jurema:latest,Direito Civil,Fácil,B,A,0,"Daniel, morador do Condomínio Raio de Luz, após consultar a convenção do condomínio e constatar a permissão de animais de estimação, realizou um sonho antigo e adquiriu um cachorro da raça Beagle.  Oc..."
2015-16_42,jurema:latest,Direito Civil,Médio,C,A,0,"Joana deu seu carro a Lúcia, em comodato, pelo prazo de 5 dias, findo o qual Lúcia não devolveu o veículo. Dois dias depois, forte tempestade danificou a lanterna e o parachoque dianteiro do carro de ..."
2015-16_43,jurema:latest,Direito Civil,Difícil,D,B,0,"A Companhia GAMA e o Banco RENDA celebraram entre si contrato de mútuo, por meio do qual a companhia recebeu do banco a quantia de R$ 500.000,00 (quinhentos mil reais), obrigando-se a restituí-la, acr..."
2015-16_44,jurema:latest,Estatuto da Criança e do Adolescente,Fácil,C,B,0,"O Estatuto da Criança e do Adolescente estabelece que pessoas com até doze anos de idade incompletos são consideradas crianças e aquelas entre doze e dezoito anos incompletos, adolescentes. Estabelece..."
2015-16_45,jurema:latest,Estatuto da Criança e do Adolescente,Médio,B,A,0,"B e P, vizinhos da criança Y, cuidam do menino desde a tenra idade, quando o pai da criança faleceu e sua genitora, por motivos profissionais, mudou-se para localidade distante, fazendo visitas esporá..."
2015-16_46,jurema:latest,Direito do Consumidor,Médio,C,A,0,"A responsabilidade civil dos fornecedores de serviços e produtos, estabelecida pelo Código do Consumidor, reconheceu a relação jurídica qualificada pela presença de uma parte vulnerável, devendo ser o..."
2015-16_47,jurema:latest,Direito do Consumidor,Fácil,D,A,0,As negociações mercantis adotaram uma nova ordem quando o Código de Defesa do Consumidor foi implementado no sistema jurídico nacional. A norma visa a proteger a parte mais frágil econômica e tecnicam...
2015-16_48,jurema:latest,Direito Empresarial,Médio,D,A,0,"A sociedade empresária Calçados Montalvânia Ltda. celebrou contrato de faturização com Miravânia Fomento Mercantil Ltda. para que a segunda antecipasse para a primeira créditos contidos em cheques, no..."
